id;name;energia, laskennallinen (kJ);hiilihydraatti imeytyvä (g);rasva (g);proteiini (g);alkoholi (g);kuitu, kokonais- (g);orgaaniset hapot (g);sokerialkoholi (g);tärkkelys (g);sokerit (g);fruktoosi (g);galaktoosi (g);glukoosi (g);laktoosi (g);maltoosi (g);sakkaroosi (g);polysakkaridi, vesiliukoinen ei-selluloosa (g);kuitu veteen liukenematon (g);rasvahapot yhteensä (g);rasvahapot monityydyttymättömät (g);rasvahapot yksittäistyydyttymättömät cis (g);rasvahapot tyydyttyneet (g);rasvahapot trans (g);rasvahapot n-3 monityydyttymättömät (g);rasvahapot n-6 monityydyttymättömät (g);rasvahappo 18:2 cis,cis n-6 (linolihappo) (mg);rasvahappo 18:3 n-3 (alfalinoleenihappo) (mg);rasvahappo 20:5 n-3 (EPA) (mg);rasvahappo 22:6 n-3 (DHA) (mg);kolesteroli (GC) (mg);sterolit (mg);kalsium (mg);rauta (mg);jodidi (jodi) (µg);kalium (mg);magnesium (mg);natrium (mg);suola (mg);fosfori (mg);seleeni (µg);sinkki (mg);tryptofaani (mg);folaatti, kokonais- (µg);niasiiniekvivalentti NE (mg);niasiini (nikotiinihappo + nikotiiniamidi) (mg);pyridoksiini vitameerit (vetykloridi) (B6) (mg);riboflaviini (B2) (mg);tiamiini (B1) (mg);B12-vitamiini (kobalamiini) (µg);C-vitamiini (mg);A-vitamiini RAE (µg);karotenoidit (µg);D-vitamiini (µg);E-vitamiini alfatokoferoli (mg);K-vitamiini (µg)
34983;Heraproteiinikonsentraatti;1650;9.0;6.0;75.0;0;0;N/A;0;0;9.0;0;4.5;4.5;0.1;0;0;0;0;5.9;0.2;1.9;3.8;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;78.4;199.8;N/A;N/A;N/A;1800.0;0;N/A;N/A;N/A;N/A;N/A;N/A;0;N/A;N/A;N/A;N/A;N/A
345;Herkkusieni;63;0.3;0.2;2.1;0;1.5;0.1;N/A;0.2;0.1;<0.1;N/A;<0.1;0;0;0;0.1;2.3;0.2;0.1;0;<0.1;0;0;0.1;140;0;0;0;0;50.4;1.9;0.4;1.0;364.0;10.0;3.2;8.2;98.0;11.0;0.5;33.0;35.0;6.1;5.5;0.18;0.42;0.10;<0.1;1.3;0;0;0.2;0;0.30
3334;Herkkusieni, paistettu;420;0.4;9.6;2.5;0;1.8;0.1;0;0.2;0.1;<0.1;<0.1;<0.1;<0.1;0;0;0.1;2.8;9.2;2.7;4.5;1.8;<0.1;0.7;2.0;2011;699;0;0;4.2;104.0;3.8;0.5;1.5;436.2;12.2;27.1;69.0;118.9;13.1;0.6;39.6;29.3;6.1;6.6;0.21;0.43;0.08;<0.1;0.9;36.3;9.9;0.8;1.6;10.09
11064;Herkkusieni, säilyke;71;0.2;0.3;2.1;0;2.4;0.1;-1.0;0.2;0;0;0;0;0;0;0;0.1;2.3;0.3;0.2;<0.1;<0.1;0;<0.1;0.2;189;<1;0;0;0;0;18.0;0.8;26.0;190.0;8.0;520.0;1325.0;76.0;2.9;0.5;28.0;12.0;5.9;5.4;0.07;0.25;0.02;0;1.0;0;0;0.2;0;0.29
32972;Herkkusieni, täytetty, sulatejuusto, pekoni;1081;1.0;22.4;13.4;0;0.7;<0.1;0;<0.1;0.9;<0.1;0;<0.1;0.8;0;0;<0.1;1.0;20.2;1.7;8.1;10.2;0.2;0.2;1.5;1412;146;0;0;49.6;22.3;199.6;0.5;8.8;285.6;18.4;768.6;1958.4;295.1;17.8;1.8;158.8;14.7;5.7;3.7;0.24;0.37;0.11;0.7;0.4;70.5;31.0;0.4;0.4;0.88
32971;Herkkusieni, täytetty, tuorejuusto, pekoni;1097;1.2;24.8;8.4;0;0.8;0.9;0;<0.1;1.1;<0.1;0.4;0.4;0.2;0;0;<0.1;1.0;23.3;1.9;9.1;12.2;0.2;0.2;1.6;1524;179;0;0;55.7;24.9;42.6;0.5;5.4;331.2;14.7;535.8;1365.2;117.2;11.8;1.2;89.3;17.4;4.5;3.7;0.24;0.30;0.12;0.4;1.6;79.3;122.1;0.4;0.4;4.62
3259;Herkkusienikeitto;203;1.5;3.8;1.5;0;0.6;0.6;0;0.8;0.8;<0.1;<0.1;<0.1;0.6;<0.1;<0.1;<0.1;0.9;3.5;0.2;1.0;2.2;<0.1;<0.1;0.2;191;33;0;0;6.6;21.7;21.0;0.2;2.1;166.8;7.0;343.9;876.2;56.5;4.8;0.3;19.6;15.2;2.0;2.2;<0.01;0.16;0.03;<0.1;0.4;26.1;33.2;0.1;0.1;1.15
3260;Herkkusienimuhennos, kevytmaito;626;5.9;12.2;3.1;0;0.7;1.4;0;2.7;3.2;<0.1;<0.1;<0.1;3.1;<0.1;<0.1;<0.1;0.9;11.5;1.6;3.9;5.7;0.2;0.4;1.1;1106;385;0;0;19.1;42.1;80.7;0.2;20.4;235.4;12.3;209.2;533.1;107.8;6.1;0.5;44.6;12.4;2.3;2.1;0.10;0.24;0.05;0.3;0.9;77.8;40.3;0.7;1.0;6.76
29410;Herkkutatti;126;2.4;0.2;3.1;0;3.0;N/A;N/A;0.8;1.6;<0.1;N/A;<0.1;0;<0.1;<0.1;0.1;1.8;0.2;0.1;<0.1;<0.1;0;0;0.1;150;0;0;0;0;N/A;1.4;0.8;1.0;270.0;6.9;5.0;12.8;47.0;11.0;0.9;210.0;29.5;8.4;4.9;0.18;0.35;0.14;<0.1;0.2;0;0;2.6;0;0.30
29411;Herkkutatti, kokoon keitetty;194;3.7;0.4;4.8;0;4.6;N/A;N/A;1.2;2.5;<0.1;N/A;<0.1;0;<0.1;<0.1;0.1;2.8;0.3;0.2;<0.1;<0.1;0;0;0.2;231;0;0;0;0;N/A;2.1;1.2;1.5;415.4;10.6;7.7;19.6;72.3;16.9;1.4;323.1;31.8;10.3;7.5;0.28;0.43;0.16;<0.1;0.2;0;0;4.0;0;0.46
32147;Herne, keitetty, suolaton;357;10.8;0.9;6.4;0;3.5;0.3;0;4.8;6.0;0.1;0;0.2;0;0.1;5.6;0.3;3.2;0.8;0.5;<0.1;0.2;0;<0.1;0.4;415;85;0;0;0;33.8;35.2;2.3;1.1;420.4;45.5;2.3;5.8;147.7;0.7;1.5;60.2;46.9;3.1;2.8;0.18;0.04;0.21;0;14.8;31.8;2425.9;0;<0.1;31.82
34244;Herne, sokeriherne, tuore;175;6.1;0.1;2.8;0;2.2;N/A;0;2.2;3.9;0.3;0;2.4;0;<0.1;1.2;N/A;N/A;<0.1;<0.1;<0.1;<0.1;0;0;<0.1;56;0;0;0;0;N/A;60.0;1.2;1.0;230.0;33.0;2.0;5.1;67.0;4.0;0.6;53.0;47.0;1.7;0.8;0.15;0.04;0.16;0;66.0;36.0;432.0;0;0.5;62.00
371;Herne, vihreä, kuivattu;1025;27.2;1.6;19.4;0;20.0;1.0;0;24.4;2.8;<0.1;0;<0.1;0;0.3;2.4;0.7;10.0;0.9;0.5;0.3;0.1;0;<0.1;0.4;410;85;0;0;0;105.1;64.0;4.8;15.0;918.0;110.0;1.0;2.5;362.0;2.1;2.9;187.6;33.0;6.1;3.0;0.16;0.07;0.62;0;0;110.2;7557.2;0;<0.1;99.12
34229;Herne, vihreä, pakaste;306;9.4;0.9;5.1;0;3.1;0.3;0;3.7;5.7;0.4;0;0.1;0;0.2;5.0;0.3;2.8;0.7;0.4;<0.1;0.2;0;<0.1;0.4;366;75;0;0;0;29.7;31.0;2.0;1.0;370.0;40.0;7.0;17.8;130.0;0.6;1.3;53.0;59.0;3.4;2.5;0.16;0.18;0.35;0;20.0;31.1;2134.8;0;<0.1;28.00
370;Herne, vihreä, tuore;315;9.5;0.8;5.6;0;3.1;0.3;0;4.2;5.3;0.1;0;0.2;0;<0.1;4.9;0.3;2.8;0.7;0.4;<0.1;0.2;0;<0.1;0.4;366;75;0;0;0;29.7;31.0;2.0;1.0;370.0;40.0;2.0;5.1;130.0;0.6;1.3;53.0;59.0;3.4;2.5;0.16;0.05;0.25;0;20.0;31.1;2134.8;0;<0.1;28.00
34236;Herneenverso;92;0.4;0.4;3.3;0;1.6;N/A;0;0.1;0.3;<0.1;0;0.1;0;<0.1;<0.1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;N/A;250.0;5.5;N/A;300.0;11.0;9.0;22.9;37.0;0.4;0.7;N/A;65.0;1.8;1.1;0.13;0.05;0.11;0;1.4;260.8;3142.0;0;0.8;N/A
29222;Hernekeitto, kasvishernekeitto;237;6.4;0.5;4.2;0;4.5;0.2;0;5.2;1.2;0.2;0;0.2;0;<0.1;0.8;0.2;2.2;0.3;0.1;0.1;<0.1;0;<0.1;0.1;106;19;0;0;0.1;23.6;20.3;1.1;3.3;230.9;24.9;94.2;240.0;81.0;0.5;0.7;40.7;7.4;1.1;0.7;0.04;0.02;0.10;0;0.6;69.8;2379.8;0;<0.1;22.14
29305;Hernekeitto, keskirasvainen naudanliha;343;5.5;2.2;7.8;0;4.0;0.2;0;4.9;0.6;<0.1;0;<0.1;0;<0.1;0.5;0.1;2.0;2.0;0.2;0.8;0.9;<0.1;<0.1;0.1;131;28;0;0;11.8;21.2;18.6;1.5;19.7;242.5;26.3;261.5;666.2;105.4;3.9;1.3;88.0;5.8;2.1;1.7;0.13;0.04;0.11;0.2;0;22.3;1530.0;<0.1;0.1;20.41
7010;Hernekeitto, keskirasvainen sianliha;339;5.5;2.5;7.0;0;4.0;0.2;0;4.9;0.6;<0.1;0;<0.1;0;<0.1;0.5;0.1;2.0;2.2;0.4;1.0;0.8;0;<0.1;0.3;319;39;2;2;8.3;21.3;17.5;1.1;14.7;229.0;25.4;184.9;471.1;98.9;3.3;0.9;75.7;4.9;1.8;1.4;0.09;0.05;0.24;<0.1;0;21.4;1525.0;<0.1;<0.1;20.52
33459;Hernekeitto, naudanpaistijauheliha;334;5.3;2.1;7.9;0;3.9;0.2;0;4.7;0.5;<0.1;0;<0.1;0;<0.1;0.5;0.1;1.9;1.7;0.1;0.8;0.7;<0.1;<0.1;0.1;114;24;0;0;9.6;20.8;17.0;1.6;14.3;257.8;26.5;176.0;448.5;112.3;3.6;1.3;90.1;4.7;2.6;1.7;0.12;0.04;0.10;0.2;0;20.1;1471.0;<0.1;<0.1;20.04
35223;Hernekeitto, sika-nautajauheliha;389;5.3;4.1;6.8;0;3.9;0.2;0;4.7;0.5;<0.1;0;<0.1;0;<0.1;0.5;0.1;1.9;3.7;0.4;1.7;1.6;<0.1;<0.1;0.3;282;41;0;0;9.9;20.4;17.6;1.1;17.4;217.6;24.1;226.1;576.0;92.8;3.9;1.2;75.2;4.7;2.4;1.4;0.10;0.04;0.12;0.2;0;21.7;1467.7;<0.1;<0.1;19.65
11070;Hernekeitto, säilyke, laimennettu, sianliha;408;6.6;3.0;8.4;0;4.9;0.2;0;5.9;0.7;<0.1;0;<0.1;0;<0.1;0.6;0.2;2.4;2.4;0.4;1.1;0.9;0;<0.1;0.4;346;47;3;5;10.1;25.6;22.0;1.3;17.7;275.8;30.6;223.0;568.3;119.1;4.0;1.1;67.2;5.9;2.1;1.7;0.11;0.06;0.29;0.1;0;25.8;1836.9;<0.1;0.4;24.71
11041;Hernekeitto, säilyke, laimentamaton, sianliha;546;8.8;4.0;11.2;0;6.5;0.3;0;7.9;0.9;<0.1;0;<0.1;0;0.1;0.8;0.2;3.2;3.2;0.6;1.4;1.3;0;<0.1;0.5;463;62;4;7;13.5;34.3;28.2;1.8;23.8;369.4;40.9;298.2;759.9;159.5;5.3;1.5;90.0;7.9;2.9;2.2;0.14;0.08;0.38;0.2;0;34.5;2459.7;0.1;0.5;33.09
3703;Hernemuhennos, kuivatut herneet;325;7.2;2.1;4.8;0;5.0;0.2;0;6.0;1.2;<0.1;<0.1;<0.1;<0.1;<0.1;1.1;0.2;2.5;1.9;0.6;0.9;0.4;<0.1;0.1;0.4;438;148;0;0;0.8;34.0;19.7;1.2;15.7;227.8;27.4;189.7;483.4;90.3;0.6;0.7;46.5;5.7;1.2;0.7;0.04;0.01;0.12;<0.1;<0.1;31.2;1873.1;<0.1;0.3;26.32
3701;Hernemuhennos, maito, tuoreet herneet;436;12.2;2.8;5.8;0;2.7;0.3;0;6.3;6.0;0.1;<0.1;0.1;1.2;0.1;4.4;0.3;2.4;2.7;0.9;1.0;0.7;<0.1;0.2;0.7;675;195;0;0;2.4;34.4;57.1;1.7;17.0;345.6;36.7;206.2;525.5;133.7;1.6;1.2;59.4;35.2;2.5;2.1;0.15;0.08;0.16;0.1;10.9;32.9;1743.6;0.3;0.4;24.77
29035;Hernesosekeitto, vesi, valkoviini;229;4.7;2.1;2.5;0.3;1.3;0.1;0;2.5;2.3;<0.1;0;0.1;<0.1;<0.1;2.0;0.1;1.1;2.0;0.4;0.7;0.8;<0.1;<0.1;0.4;361;73;0;0;0.3;17.1;17.0;0.8;0.6;155.8;17.5;263.2;670.6;54.2;0.4;0.5;22.5;19.9;1.1;1.0;0.07;0.02;0.08;0;5.2;27.9;840.0;0.1;0.2;12.00
26;Hiiva, tuore;312;1.1;0.4;13.1;0;6.9;N/A;0;1.1;0;0;N/A;0;0;0;0;1.5;5.4;0.3;0;0.3;0;0;0;0;0;0;0;0;0;0;12.0;2.1;4.0;640.0;30.0;4.4;11.2;340.0;1.0;4.5;106.0;1250.0;14.1;12.3;0.48;2.00;0.50;0;0;0;0;0;0;0
476;Hillo, fruktoosilla makeutettu;605;33.5;0.3;0.1;0;1.8;0.8;0;0;33.5;31.5;0;1.6;0;0;0.5;0.6;1.2;0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;37;36;0;0;0;9.1;11.0;0.2;7.0;55.0;4.0;38.0;96.8;8.0;0;0;0;0;0;0;0;0.03;0.02;0;2.0;1.3;79.3;0;0.6;5.89
1181;Hillopiirakka, muropohja;1541;45.8;17.8;5.3;0;1.4;0.2;0;22.0;23.8;2.2;0;2.0;0.1;0.3;19.2;0.5;1.0;16.6;1.9;5.2;8.8;0.2;0.3;1.5;1434;302;0;13;62.8;40.2;17.9;0.6;9.3;267.8;14.4;133.2;339.5;67.2;7.2;0.5;66.5;12.8;1.3;0.3;0.05;0.07;0.04;0.3;0.6;189.8;150.6;1.0;1.5;9.77
31973;Hillopiirakka, muropohja, gluteeniton, vehnätärkkelystä;1101;50.2;5.0;3.2;0;0.8;0.2;0;27.4;23.2;2.4;<0.1;2.2;3.7;0;14.9;0.2;0.3;4.7;0.7;1.8;2.1;<0.1;0.2;0.5;493;195;0;3;14.6;16.8;98.8;0.2;19.4;356.1;13.8;180.1;458.8;84.5;2.6;0.5;44.9;24.9;1.1;0.4;0.05;0.20;0.04;0.3;1.2;23.6;49.9;0.6;0.6;4.78
31975;Hillopiirakka, muropohja, luontaisesti gluteeniton;1441;46.7;15.4;3.1;0;2.8;0.2;0;21.9;24.8;2.4;<0.1;2.3;<0.1;<0.1;19.9;1.5;1.7;14.7;2.5;5.9;6.1;0.2;0.6;1.8;1758;629;0;11;48.5;53.5;116.6;0.7;8.3;278.8;20.5;195.2;497.3;138.6;5.8;0.4;37.8;13.3;1.1;0.7;0.10;0.06;0.05;0.2;0.7;73.7;300.6;1.4;1.8;12.27
32279;Hillopiirakka, piimätaikinapohja;1455;53.3;12.4;4.4;0;1.4;0.2;0;24.0;29.3;1.7;<0.1;1.5;0.3;0.3;25.5;0.4;1.0;11.8;2.1;4.6;4.9;0.2;0.5;1.5;1471;525;0;0;10.3;57.8;25.2;0.4;6.7;228.5;14.0;227.4;579.3;54.5;3.8;0.3;50.3;7.3;1.1;0.3;0.04;0.05;0.03;<0.1;0.6;40.6;40.5;1.0;1.4;10.06
31974;Hillopiirakka, pullapohja, gluteeniton, vehnätärkkelys ja maito;1076;49.5;4.7;3.0;0;0.8;0.3;0;25.8;24.0;2.7;<0.1;2.5;3.5;0;15.4;0.2;0.4;4.4;0.7;1.7;1.9;<0.1;0.2;0.5;465;185;0;2;13.7;16.2;93.3;0.2;18.3;374.8;13.7;171.3;436.6;79.9;2.4;0.5;42.4;23.7;1.0;0.4;0.04;0.19;0.04;0.2;1.2;22.2;50.7;0.6;0.6;4.77
1164;Hillopiirakka, pullapohja, kevytmaito;1273;53.1;5.8;7.9;0;2.2;0.1;0;41.1;12.0;0.9;0;0.8;0.9;0.5;8.9;0.6;1.6;5.2;0.8;1.6;2.6;<0.1;0.1;0.7;702;101;0;5;21.5;34.8;36.4;0.7;14.8;212.0;21.0;113.6;289.5;98.5;7.6;0.7;92.5;27.9;2.1;0.8;0.08;0.11;0.06;0.2;0.4;55.0;53.3;0.5;0.6;3.32
32284;Hillopiirakka, pullapohja, kevytmaito, fruktoosilla makeutettu;1027;42.1;5.5;5.2;0;2.2;0.3;0;24.9;16.9;14.8;<0.1;0.6;0.9;0.3;0.3;0.5;1.4;5.0;1.0;1.9;2.1;<0.1;0.2;0.7;713;214;0;2;11.7;34.9;35.0;0.5;16.2;115.9;14.4;145.0;369.6;70.1;4.6;0.5;58.5;23.1;1.4;0.5;0.05;0.10;0.05;0.1;1.0;22.1;55.7;0.6;0.8;5.83
1165;Hillopiirakka, pullapohja, rasvaton maito;1249;52.5;5.5;7.9;0;2.2;0.1;0;40.6;11.9;0.9;0;0.8;0.9;0.5;8.8;0.6;1.6;4.9;0.8;1.5;2.4;<0.1;0.1;0.7;691;99;0;4;20.3;34.4;36.1;0.7;14.6;211.2;20.9;112.8;287.4;97.3;7.5;0.7;91.7;27.6;2.1;0.8;0.08;0.11;0.06;0.2;0.5;52.3;51.8;0.5;0.6;3.25
32282;Hillopiirakka, pullapohja, rasvaton maito, fruktoosilla makeutettu;1018;42.1;5.2;5.2;0;2.2;0.3;0;24.9;16.9;14.8;<0.1;0.6;0.9;0.3;0.3;0.5;1.4;4.7;1.0;1.8;1.9;<0.1;0.2;0.7;710;213;0;2;10.7;34.9;35.1;0.5;16.2;117.7;14.6;145.6;370.9;70.1;4.6;0.5;58.8;23.1;1.4;0.5;0.05;0.10;0.04;0.1;1.0;19.9;54.8;0.6;0.8;5.80
32278;Hillopiirakka, pullapohja, täysmaito;1295;53.5;6.2;8.0;0;2.3;0.1;0;41.4;12.1;0.9;0;0.8;0.9;0.5;9.0;0.6;1.7;5.5;0.9;1.6;2.8;<0.1;0.1;0.7;712;103;0;5;22.5;35.0;37.4;0.7;14.9;215.3;21.1;115.0;292.9;99.2;7.7;0.7;93.2;28.4;2.1;0.8;0.08;0.11;0.06;0.2;0.4;58.2;54.9;0.5;0.6;3.43
32283;Hillopiirakka, pullapohja, täysmaito, fruktoosilla makeutettu;1040;42.1;5.8;5.2;0;2.2;0.3;0;24.9;16.9;14.8;<0.1;0.6;0.9;0.3;0.3;0.5;1.4;5.3;1.0;1.9;2.3;<0.1;0.2;0.7;718;215;0;2;12.5;34.9;35.7;0.5;16.2;117.7;14.4;145.6;370.9;70.1;4.6;0.5;58.5;23.5;1.4;0.5;0.05;0.10;0.04;0.1;0.9;25.0;56.9;0.6;0.8;5.92
3237;Hillosipulisäilyke;200;9.5;<0.1;1.2;0;1.6;0.2;0;0;9.5;1.4;0;1.5;0;0;6.6;0.5;0.7;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;15;1;0;0;2.0;8.7;33.1;0.5;38.7;206.4;10.8;584.0;1487.9;38.5;0.5;0.4;15.9;12.6;0.4;0.1;0.12;0.02;0.03;0;9.5;0.5;21.6;0;<0.1;0.65
1575;Hirssi, keitetty, suolaa;598;27.5;1.2;4.5;0;1.3;0;0;27.3;0.2;<0.1;0;0.1;0;0;<0.1;0.2;1.0;1.0;0.5;0.2;0.2;0;<0.1;0.5;480;40;0;0;0;27.1;6.2;1.9;14.5;88.2;41.4;195.3;497.6;96.4;0.8;1.4;47.6;6.7;1.1;0.6;0.30;0.04;0.08;0;0;0;0;0;<0.1;0.36
1578;Hirssi, keitetty, suolaton;598;27.5;1.2;4.5;0;1.3;0;0;27.3;0.2;<0.1;0;0.1;0;0;<0.1;0.2;1.0;1.0;0.5;0.2;0.2;0;<0.1;0.5;480;40;0;0;0;27.1;5.4;1.9;2.0;88.0;41.2;1.8;4.6;96.0;0.8;1.4;47.6;6.7;1.1;0.6;0.30;0.04;0.08;0;0;0;0;0;<0.1;0.36
34453;Hirssipihvi, paistettu;964;14.2;16.1;6.0;0;2.9;0.2;0;12.3;1.8;0.3;0;0.3;0;<0.1;1.1;0.3;1.8;15.5;4.7;9.6;1.2;0;0.8;3.9;3910;765;0;0;0.6;77.2;55.5;1.4;19.9;250.8;59.7;275.8;702.8;116.9;1.8;0.9;49.7;12.6;1.5;1.0;0.09;0.11;0.08;0;2.3;0.3;20.2;0;6.0;10.34
1542;Hirssipuuro, maito, suolaa;361;12.7;1.8;4.2;0;0.4;0.2;0;8.0;4.8;<0.1;0;<0.1;4.7;0;<0.1;<0.1;0.3;1.7;0.2;0.4;1.1;<0.1;<0.1;0.2;161;17;0;0;6.2;7.9;118.9;0.6;26.2;172.3;23.0;229.1;583.8;116.2;2.9;0.8;57.2;6.1;1.2;0.3;0.14;0.19;0.06;0.4;1.1;12.6;8.5;1.0;<0.1;0.43
1541;Hirssipuuro, vesi, suolaa;184;8.5;0.4;1.4;0;0.4;0;0;8.4;<0.1;<0.1;0;<0.1;0;0;<0.1;<0.1;0.3;0.3;0.2;<0.1;<0.1;0;<0.1;0.1;148;12;0;0;0;8.3;5.0;0.6;13.4;27.3;12.8;199.9;509.2;29.9;0.3;0.4;14.6;2.1;0.4;0.2;0.09;0.01;0.02;0;0;0;0;0;<0.1;0.11
33017;Hirssivelli, kevytmaito, suolaa;271;8.1;1.8;3.8;0;0.1;0.2;0;2.7;5.4;<0.1;0;<0.1;5.3;0;<0.1;<0.1;0.1;1.7;<0.1;0.4;1.2;<0.1;<0.1;<0.1;72;10;0;0;7.1;2.7;134.4;0.3;29.4;175.5;16.5;260.4;663.5;109.9;3.1;0.6;54.0;5.4;1.0;0.2;0.09;0.21;0.05;0.4;1.2;14.3;9.7;1.1;<0.1;0.40
735;Hirvenliha;470;0;3.0;21.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;0.3;0.6;0.7;0;<0.1;0.2;143;60;13;0;51.7;2.0;6.0;3.5;3.0;390.0;27.0;56.0;142.7;220.0;4.0;4.6;300.0;6.0;10.6;4.9;0.63;0.30;0.30;6.3;0;7.5;0;0.2;0.8;3.00
7311;Hirvenliha, paistettu;646;0;4.1;29.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.1;0.4;0.8;1.0;0;0.1;0.2;196;82;18;0;71.0;2.8;10.0;4.8;32.9;535.9;37.4;523.0;1332.7;302.8;5.5;6.3;411.9;6.2;11.6;6.7;0.86;0.37;0.25;6.9;0;8.8;0;0.3;1.0;4.12
30179;Hirvenlihakastike, ruoanvalmistuskerma;704;1.5;10.2;16.7;0;0.2;1.1;0;0;1.5;0.2;0.4;0.6;0.2;0;0.2;<0.1;<0.1;8.7;1.0;2.8;4.6;0.2;0.3;0.7;669;250;10;0;51.7;14.1;25.9;2.7;20.5;368.8;25.2;328.5;837.1;203.5;3.9;3.6;238.9;6.5;4.6;3.7;0.49;0.23;0.10;3.1;1.1;58.7;31.7;0.3;1.1;6.13
7313;Hirvenlihakastike, ruskea kastike, rasvaa;376;3.0;3.4;11.6;0;0.2;<0.1;0;2.6;0.4;0.1;<0.1;0.1;<0.1;<0.1;0.1;<0.1;0.1;2.5;0.7;1.1;0.7;<0.1;0.2;0.5;449;165;7;0;28.2;11.7;9.2;1.9;18.5;225.9;16.2;289.6;737.9;123.4;2.5;2.5;163.8;3.3;3.2;2.6;0.34;0.12;0.07;2.2;0.4;10.3;3.5;0.2;0.7;3.50
33537;Hirvenlihakeitto, peruna, porkkana;191;3.5;0.8;5.7;0;0.4;0.1;0;2.8;0.6;0.2;0;0.2;0;0;0.2;0.1;0.3;0.4;<0.1;0.1;0.2;0;<0.1;<0.1;52;21;3;0;13.1;2.9;7.9;1.1;12.8;229.6;12.8;200.0;509.6;68.0;1.2;1.3;79.8;5.2;1.7;1.4;0.18;0.07;0.06;1.0;1.6;67.5;1082.3;<0.1;0.2;2.75
30156;Hirvenlihakäristys;568;<0.1;6.1;20.2;0;0;<0.1;0;0;<0.1;0;<0.1;<0.1;<0.1;0;0;0;0;4.5;1.1;2.1;1.3;<0.1;0.3;0.8;769;297;13;0;50.9;17.0;8.4;3.4;22.9;373.7;26.2;370.2;943.3;211.6;3.8;4.4;286.9;4.3;8.1;4.7;0.60;0.26;0.17;4.8;<0.1;18.5;3.4;0.4;1.3;6.21
7314;Hirvenlihakäristys, siansilavaa;867;0;15.0;18.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.0;1.7;5.7;5.6;<0.1;0.2;1.4;1375;146;11;0;51.3;1.8;8.0;3.0;20.7;371.9;26.1;325.2;828.7;210.4;4.1;3.9;255.3;4.0;7.3;4.2;0.58;0.23;0.16;4.4;0;5.8;0;0.2;0.8;2.55
7312;Hirvenpaisti, uunissa;549;0;3.5;24.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8;0.3;0.7;0.8;0;0.1;0.2;166;70;16;0;60.3;2.3;8.2;4.1;23.9;455.4;31.8;381.4;971.7;257.3;4.7;5.4;350.1;6.0;9.9;5.7;0.74;0.32;0.19;5.9;0;7.4;0;0.2;0.9;3.50
33311;Hoki, hokikala, paistettu;520;<0.1;5.7;18.2;0;0;<0.1;0;0;<0.1;0;<0.1;<0.1;<0.1;0;0;0;0;5.3;1.6;2.6;1.1;<0.1;0.6;1.0;1018;386;33;110;49.5;24.2;12.9;0.1;4.5;346.0;31.9;159.7;406.8;190.6;46.7;0.3;197.3;9.2;4.3;1.8;0.12;0.03;0.02;0.5;<0.1;29.9;5.5;0.5;1.3;5.37
33171;Hoki, hokikala, tuontikala;301;0;0.5;16.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3;0.1;<0.1;<0.1;0;0.1;0;0;0;30;100;43.0;N/A;11.0;0.1;4.0;315.0;29.0;134.0;341.4;173.0;42.6;0.3;180.0;12.0;4.6;1.6;0.11;0.03;0.03;0.5;0;10.0;0;0.2;0.3;0
33308;Hoki, hokikala, uunissa;354;0;0.6;19.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0.2;0.1;0.1;0;0.2;0;0;0;35;118;50.6;N/A;12.9;0.1;4.7;370.6;34.1;157.7;401.7;203.5;50.1;0.3;211.8;10.6;4.9;1.9;0.13;0.03;0.03;0.5;0;10.6;0;0.2;0.4;0
32176;Hollandaisekastike, kastikejauheesta, vesi, campbell's/blå band;643;6.0;14.2;0.8;0;0;<0.1;0;4.9;1.1;0;0;<0.1;1.1;0;0;0;0;13.5;1.7;4.6;6.9;0.2;0.3;1.4;1358;305;0;1;17.7;18.2;24.6;<0.1;1.6;25.2;2.3;324.5;826.8;11.9;0.6;<0.1;8.1;1.2;<0.1;<0.1;<0.01;0.02;<0.01;<0.1;<0.1;101.8;37.1;1.2;1.1;3.90
1246;Hollandaisekastike, rasva, keltuainen, vehnäjauho;2376;3.0;60.7;4.4;0;0.1;0.3;0;2.6;0.3;<0.1;<0.1;<0.1;0.1;<0.1;<0.1;<0.1;0.1;57.4;15.8;28.6;12.2;0.3;4.2;11.5;11380;4082;0;84;328.3;256.4;44.2;1.4;33.6;51.4;6.2;225.1;573.5;146.2;23.9;1.3;61.1;28.2;0.9;<0.1;0.10;0.11;0.06;1.5;1.4;398.7;462.0;4.5;10.8;56.72
